bill_num,title,bill_summary,index_headings,veto,session,last_action,passed_house,passed_senate,passed
sb221,AN ACT relating to submission of budget recommendations.,"Amend KRS 48.210, relating to submission of budget recommendations, to include the Transportation Cabinet.","Fiscal Note - Submission of budget recommendations, Transportation Cabinet State Agencies - Submission of budget recommendations, Transportation Cabinet Transportation - Submission of budget recommendations, Transportation Cabinet Budget and Financial Administration - Submission of budget recommendations, Transportation Cabinet",0,2019 General Assembly,to Appropriations & Revenue (S),0,0,0
sb222,AN ACT relating to the structure of branch budget bills.,"Amend KRS 48.311, relating to the structure of branch budget bills, to make a technical correction.","Fiscal Note - Structure of branch budget bills Technical Corrections - Structure of branch budget bills Budget and Financial Administration - Structure of branch budget bills, technical correction",0,2019 General Assembly,to Appropriations & Revenue (S),0,0,0
sb223,AN ACT relating to transportation.,"Amend KRS 186.020, 186.060, 186A.100, 189.125, 281,735, and 281A.080 to make technical corrections.","Motor Carriers - Employer duties for pre-employment screening, technical corrections Motor Vehicles - Seat belt usage, technical corrections Motor Vehicles - Titling requirements, technical corrections Technical Corrections - Seat belt law, correction for gender-neutral references Transportation - Various sections of Chapters 186, 186A, 189, 281, and 281A, technical corrections",0,2019 General Assembly,to Transportation (S),0,0,0
sb234,AN ACT long-term care facilities.,Create a new section of KRS 216.537 to 216.590 to require the Cabinet for Health and Family Services to promulgate administrative regulations establishing the training and education requirements for employees of long-term care facilities.,"Hospitals and Nursing Homes - Long-term care facility employees, training and education requirements Occupations and Professions - Long-term care facility employees, training and education requirements Administrative Regulations and Proceedings - Cabinet for Health and Family Services, requirement to promulgate administrative regulations",0,2019 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb235,NA,NA,NA,0,2019 General Assembly,NA,0,0,NA
hb142,AN ACT relating to the distribution of school funds.,"Amend KRS 157.410 to require the chief state school officer to prepare estimates for school district fund allotment and establish an incremental schedule for fund disbursement, allotment revisions, and equalization.","Fiscal Note - Department of Education, revised and exact allotment of funds, requirement to prepare Education, Elementary and Secondary - District funding, determination and disbursement of Education, Finance - District funding, determination and disbursement of State Agencies - Department of Education, revised and exact allotment of funds, requirement to prepare",0,2018 General Assembly,"signed by Governor (Acts, ch. 131)",1,1,1
sb224,AN ACT relating to dog vendors and making an appropriation therefor.,"Create a new sections of KRS Chapter 258 to define terms including ""animal control agency"", ""animal shelter"", and ""dog vendor""; require persons acting as a dog vendor to register with the Department of Agriculture and submit for inspection; specify necessary care and conditions for dogs kept by a dog vendor, and to require a dog vendor to maintain records on each dog; require the Department of Agriculture to maintain an online list of registered dog vendors; grant the Commissioner of Agriculture the ability to inspect or re-inspect the facilities of a dog vendor; allow the Commissioner of Agriculture to deny, suspend, or revoke a dog vendor's registration; require the Commissioner of Agriculture to promulgate regulations to administer this Act; prohibit a person from transporting a dog for sale without the proper health documentation; specify that no dog may be sold before reaching eight weeks of age; specify that any person who commits a prohibited act under this section is guilty of a Class B misdemeanor; amend KRS 258.117 to require the Animal Control Advisory Board to hear appeals from decisions made by the Commissioner of Agriculture; effective, January 1, 2020; APPROPRIATION.","Crimes and Punishments - Dog vendors, prohibited acts Dogs - Dog vendors, regulation of Effective Dates, Delayed - January 1, 2020 Administrative Regulations and Proceedings - Commissioner of Agriculture, regulation of dog vendors Agriculture - Commissioner of Agriculture, regulation of dog vendors Animals, Livestock, and Poultry - Dog vendors, regulation of Appropriations - Fees and fines, dog vendors, deposit into Animal Control and Care Fund Boards and Commissions - Animal Control Advisory Board, dog vendors, hearing  appeals on actions by Agriculture Commissioner Corrections Impact - Commissioner of AGriculture, regulation of dog vendors Local Mandate - Commissioner of Agriculture, regulation of dog vendors",0,2019 General Assembly,to Agriculture (S),0,0,0
sb225,AN ACT relating to wine corkage.,Create a new section of KRS Chapter 243 to create conditions for wine corkage in conjunction with a meal; create conditions for removal of a bottle of opened wine; amend KRS 243.020 to permit corkage; amend KRS 243.034 to allow a limited restaurant licensee to allow corkage; amend KRS 243.084 to allow a nonquota type 2 or NQ2 retail drink licensee to allow corkage; amend KRS 242.260 to exempt corkage from being a violation.,"Wines and Wineries - Corkage, In conjunction with a meal, allowance of Alcoholic Beverages - Wine corkage, In conjunction with a meal, allowance of",0,2019 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb226,AN ACT relating to transportation.,"Amend KRS 186.020, 186.060, 186A.100, 189.125, 281,735, and 281A.080 to make technical corrections.","Motor Carriers - Employer duties for pre-employment screening, technical corrections Motor Vehicles - Seat belt usage, technical corrections Motor Vehicles - Titling requirements, technical corrections Technical Corrections - Seat belt law, correction for gender-neutral references Transportation - Various sections of Chapters 186, 186A, 189, 281, and 281A, technical corrections",0,2019 General Assembly,to Transportation (S),0,0,0
sb227,AN ACT relating to abortion and declaring an emergency.,"Create new sections of KRS Chapter 311 to prohibit a person from denying or depriving an infant of nourishment with the intent to cause or allow the death of an infant; prohibit a person from denying or depriving an infant of medically appropriate and reasonable medical care, medical treatment, or surgical care; require a physician performing an abortion to take all medically appropriate and reasonable steps to preserve the life and health of a born alive infant; provide that a born alive infant shall be treated as a legal person under the laws of the Commonwealth; specify that any born alive infant, whose parents declare they do not want to keep the infant, shall immediately upon birth become a ward of the Cabinet for Health and Family Services; prohibit any person from performing scientific research on a born alive infant; specify that this section shall not be construed as preventing an infant's parent or guardian from refusing medical care that is not medically necessary; specify that the parent or guardian of a born alive infant shall not be held criminally or civilly liable for the actions of a physician, nurse, or other healthcare provider that acted without his or her consent; provide for civil and administrative penalties for violations of this Act; allow for severability; allow the General Assembly by joint resolution to appoint members to intervene as a matter or right in any case that challenges the constitutionality of this Act; amend KRS 311.595, 311.850, 314.091, and 315.121 to suspend or revoke the license of any physician, physician's assistant, nurse, or pharmacist who violates this Act; amend KRS 311.990 to establish criminal penalties for violations; establish the short title of ""Born Alive Infant Protection Act""; EMERGENCY.","Corrections Impact - Born alive infants, protection of Local Mandate - Born alive infants, protection of Crimes and Punishments - Born alive infants, protection of Criminal Procedure - Born alive infants, protection of Effective Dates, Emergency - Born alive infants, protection of Health and Medical Services - Born alive infants, protection of Nurses - Born alive infants, protection of Pharmacists - Born alive infants, protection of Physicians and Practitioners - Born alive infants, protection of Reproductive Issues - Born alive infants, protection of Women - Born alive infants, protection of Children and Minors - Born alive infants, protection of Civil Actions - Born alive infants, protection of Civil Procedure - Born alive infants, protection of Short Titles and Popular Names - Born Alive Infant Protection Act",0,2019 General Assembly,"posted for passage in the Regular Orders of the Day for Tuesday, March 12, 2019",0,1,0
sb228,AN ACT relating to the Teachers' Retirement System.,"Create a new section of KRS 161.220 to 161.716 to permit the Teachers' Retirement System (TRS) to use and accept electronic signatures as deemed appropriate; amend KRS 161.220 to emphasize that annual compensation does not include benefit or salary adjustments that are not available to all members of an agency; amend KRS 161.290 to require all public employers to grant paid leave to teacher trustees serving on the TRS board; amend KRS 161.310 to specify the types of remuneration included in retirement incentives; amend KRS 161.340 to add insurance to the items for which TRS may contract and delete requirement for the procurement of fiduciary bonds for board trustees and executive secretary and add that the board may expend funds as necessary for indemnification and self-insurance; amend KRS 161.430 to update contract language regarding money managers and consultants; remove references to the book value of assets in regard to limitations on funds managed internally by the system's investment staff; remove the requirement that the board investment committee may consist of the executive secretary of the system and two trustees,; require the system's staff to be subject to fiduciary requirements applicable to board members, employees, and investment consultants; change standards from CFA Institute’s code of ethics to compliance with federal securities law; and make technical amendments; amend KRS 161.470 to make technical corrections; amend KRS 161.480 to automatically designate a TRS member's spouse as beneficiary for an active member's account balance upon employment until changed by the member; declare the member's spouse as beneficiary of the active member's account balance in the event all named beneficiaries predecease the active member or the member fails to designate a beneficiary; amend KRS 161.500 to specifically address service credit for contracts exceeding 185 days; amend KRS 161.515 to reference new retirement factors for out-of-state service purchases; amend KRS 161.520 to delete the requirement of physicians' statements corroborating the mental competency of an adult child waiving survivorship benefits; amend KRS 161.540 to specify eligibility requirements for including annual leave credit in the retirement calculation for calendar-year contracts; amend KRS 161.545 to provide that full-time sabbatical leave by university staff participating in the TRS shall be deemed full-time employment for retirement purposes; require employee and employer contributions to be paid during the period of sabbatical leave; amend KRS 161.553 to adjust the cost schedules of providing statutory benefit improvements for annuitants; amend KRS 161.560 to adjust the methods by which participating employers shall file contribution data and set penalties for noncompliance that TRS may impose; amend KRS 161.597 to require a refund of prior installment payments and a reduction in service credit for a member in default on installment payments; amend KRS 161.605 to make technical changes; specify that medical insurance is not compensation; require a refund of retirement contributions made on compensation that exceeds salary limitations; provide that breaks in service are required before returning to work for the employer even if in a position not covered by TRS if the member is under age 60; begin running of breaks in service from date of retirement; prohibit prearranged agreements between a retiring member and employer for member to return to work after retirement and require certification thereof; allow TRS to provide medical insurance to retired members who return to work when medical insurance is not available from the employer; allow the commissioner of education to pay reemployed retirees in excess of statutory maximums if the commissioner deems that the employees have the necessary experience to provide services and support to persistently low-achieving schools as provided by KRS 160.346; require retired members under age 60 returning to work for certain state universities and state community colleges to comply with the separation-from-service requirements, effective July 1, 2019; amend KRS 161.612 to reduce the $500 minimum monthly disability benefit by benefit payments from all state-administered retirement systems for part-time employees and substitute teachers participating in the TRS who apply for disability benefits on or after July 1, 2019; provide that part-time employees and substitute teachers are not eligible to apply for a disability retirement allowance if they are eligible for a nondiscounted service retirement allowance; amend KRS 161.614 to include mediation awards to a method that may be binding for the adjustment of a member’s account; amend KRS 161.620 to specify the option for seeking inflation adjustments; amend KRS 161.630 to make technical changes; amend KRS 161.643 to authorize TRS to require more frequent submission of annual reports on reemployed employees by participating employers; amend KRS 161.650 to automatically designate a TRS member's spouse as beneficiary for a retired member's remaining account balance at the time of death unless changed by the member; declare the member's spouse as beneficiary of the retired member's remaining account balance in the event all named beneficiaries predecease the retired member or the member fails to name a beneficiary for the account balance; amend KRS 161.655 to automatically designate a TRS member's spouse as beneficiary for the life insurance benefit available to active and retired members unless changed by the member; declare the member's spouse as beneficiary of the life insurance benefit available to active and retired members if, upon the death of the member, all named beneficiaries predecease the member or the member fails to name a beneficiary; amend KRS 161.661 to provide that members who begin participating on or after July 1, 2019, shall not be eligible for a disability benefit if they are eligible for any unreduced benefit and that they shall have their $500 minimum monthly disability benefit reduced by benefit payments from all state-administered retirement systems; amend KRS 161.680 to provide detail describing the system's authority to collect overpayments; EMERGENCY.","Education, Elementary and Secondary - Teachers' Retirement System, housekeeping bill Effective Dates, Emergency - Teachers' Retirement System, housekeeping bill, fiduciary requirements Public Officers and Employees - Teachers, retirement systems housekeeping bill Retirement and Pensions - Teachers' Retirement System, disability benefits for new hires and part-time employees Retirement and Pensions - Teachers' Retirement System, reemployment after retirement Teachers - Teachers' Retirement System, housekeeping bill Actuarial Analysis - Teachers' Retirement System, housekeeping bill",0,2019 General Assembly,returned to State & Local Government (S),0,0,0
sb229,AN ACT relating to abandoned and blighted property.,"Create new sections of KRS Chapter 99 to define ""abandoned and blighted property,"" ""building,"" ""competent entity,"" ""conservator's or developer's fee,"" ""conservatorship,"" ""costs of rehabilitation,"" ""local government,"" ""nonprofit corporation,"" ""owner,"" ""party in interest,"" and ""public nuisance,""; allow for and set requirements for a petition for the appointment of a conservator to take possession of abandoned and blighted property and rehabilitate it; provide notice to parties in interest of the proceeding; require the court to act upon a petition for conservatorship and set conditions for granting one; allow the courts to certify a schedule of encumbrances and grant other relief as appropriate, and set conditions for conservators' qualifications and responsibilities; allow owners of the property to correct the conditions even after appointment of a conservator; set the powers and duties of a conservator relative to the rehabilitation of a property; allow the courts to order a sale of the property under conservatorship and set conditions for the sale and distribution of proceeds; set conditions for termination of a conservatorship; establish a short title.","Courts - Appointment of conservatorship for abandoned and blighted properties Financial Responsibility - Abandoned and blighted properties, court-appointed conservatorship Housing, Building, and Construction - Abandoned and blighted properties, court-appointed conservatorship Land Use - Abandoned and blighted properties, court-appointed conservatorship Local Government - Abandoned and blighted properties, court-appointed conservatorship Nuisances - Abandoned and blighted properties, court-appointed conservatorship Property - Abandoned and blighted properties, court-appointed conservatorship Real Estate - Abandoned and blighted properties, court-appointed conservatorship Taxation - Abandoned and blighted properties, court-appointed conservatorship Urban Renewal - Abandoned and blighted properties, court-appointed conservatorship Bonds of Surety - Abandoned and blighted properties, conservatorship, requirements Cities - Abandoned and blighted properties, court-appointed conservatorship Counties - Abandoned and blighted properties, court-appointed conservatorship Short Titles and Popular Names - Abandoned and Blighted Property Conservatorship Act",0,2019 General Assembly,to State & Local Government (S),0,0,0
sb230,AN ACT relating to open records.,Amend KRS 61.872 to allow application for inspection of records to be by email and fax.,"Public Authorities - Open records, faxed and emailed application for, allowing Public Records and Reports - Open records, faxed and emailed application for, allowing",0,2019 General Assembly,signed by Governor,1,1,1
sb231,AN ACT relating to public health.,Amend KRS 212.170 to make language gender neutral.,"Public Health - Health officers, gender neutral correction State Agencies - Cabinet for Health and Family Services, gender neutral correction Technical Corrections - Health officers, gender neutral correction",0,2019 General Assembly,to Health & Welfare (S),0,0,0
sb232,AN ACT relating to the judiciary.,"Amend KRS 27A.010, relating to the executive head of the Court of Justice, to insert gender-neutral language.","Court of Appeals - Court of Justice, gender-neutral language Court, Supreme - Court of Justice, gender-neutral language Courts - Court of Justice, gender-neutral language Courts, Circuit - Court of Justice, gender-neutral language Courts, District - Court of Justice, gender-neutral language",0,2019 General Assembly,to Judiciary (S),0,0,0
sb236,AN ACT relating to littering.,Amend KRS 2.255 to require the Energy and Environment Cabinet to create a website and mobile app for anonymous reporting of litterers and authorize the cabinet to send warning letters; amend KRS 431.100 to direct all fines collected for littering to the charging agency; amend KRS 433.753 to include points for littering drivers; amend KRS 433.753 to include Trooper R Class officers and officers of the Department of Fish and Wildlife Resources.,"Fish and Wildlife - Littering, enforcement Forests and Forestry - Littering, enforcement Pollution - Littering penalties Tourism - Littering, education, prevention Transportation - Littering, fines Waterways and Dams - Littering, fines, prevention Boats and Boating - Registration revocation, littering Hunting and Fishing - Littering, enforcement Driver Licensing - Points, littering",0,2019 General Assembly,to Natural Resources & Energy (H),0,1,0
sb237,AN ACT relating to indecent exposure.,Create a new section of KRS Chapter 510 to create the offense of aggravated indecent exposure; amend KRS 194A.380 to conform.,"Crimes and Punishments - Aggravated indecent exposure, creating offense of Corrections Impact - Aggravated indecent exposure, creating offense of Local Mandate - Aggravated indecent exposure, creating offense of",0,2019 General Assembly,"2nd reading, to Rules",0,0,0
sb238,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to persons entitled to vote.,"Propose to amend Section 145 of the Kentucky Constitution to allow felons who have completed their sentences to vote, unless they have been convicted of intentional murder, a sexual crime, treason, or bribery in an election.","Constitution, Ky. - Felons allowed to vote after completion of sentence, proposed amendment",0,2019 General Assembly,to State & Local Government (S),0,0,0
sb239,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to voting rights.,"Propose to amend Section 145 of the Constitution of Kentucky to allow persons convicted of a felony other than a sex offense, a violent offense, or an offense against a child, the right to vote five years after completion of sentence; submit to the voters for ratification or rejection.","Crimes and Punishments - Felons' voting rights, constitutional amendment to provide Elections and Voting - Felons' voting rights, constitutional amendment to provide Constitution, Ky. - Voting rights for felons, constitutional amendment to provide",0,2019 General Assembly,to State & Local Government (S),0,0,0
sb240,AN ACT relating to the dissemination of personally identifying information.,Create a new section of KRS Chapter 525 to create a new felony of disseminating personally identifying information on the Internet about a minor.,"Corrections Impact - Disseminating personally identifiable information, minors, prohibition of Local Mandate - Disseminating personally identifiable information, minors, prohibition of Crimes and Punishments - Disseminating personally identifiable information, minors, prohibition of Children and Minors - Disseminating personally identifiable information, prohibition of Communications - Disseminating personally identifiable information, minors, prohibition of Technology - Disseminating personally identifiable information, minors, prohibition of Corrections Impact - Disseminating personally identifiable information, minors, prohibition of Corrections Impact - Disseminating personally identifiable information, minors, prohibition of Local Mandate - Disseminating personally identifiable information, minors, prohibition of",0,2019 General Assembly,posted in committee,0,1,0
sb241,AN ACT relating to an earned income tax credit.,Create a new section of KRS Chapter 141 and amend KRS 141.0205 to establish a refundable earned income tax credit.,"Poverty - Income tax, earned income tax credit, establishment Taxation - Individual income tax, earned income tax credit, establishment Taxation, Income--Individual - Earned income tax credit, establishment",0,2019 General Assembly,to Appropriations & Revenue (S),0,0,0
sb242,AN ACT relating to physical education curriculum.,"Create a new section of KRS Chapter 158 to permit a school-based decision making council or principal of a public middle or high school to adopt a physical education curriculum that includes a program of hunting, fishing, trapping, and firearm safety instruction; require the Board of Education to consult with the Department of Fish and Wildlife to promulgate standards for such a program; require the Department of Education to develop guidelines for such a program; require parents to be given notice and opportunity to opt a student out of such a program.","Education, Elementary and Secondary - Physical education curriculum, may include hunting, fishing, trapping, firearm safety instruction State Agencies - Department of Education, develop guidelines for instruction on fishing, trapping, firearm safety Children and Minors - Physical education curriculum, may include hunting, fishing, trapping, firearm safety instruction Boards and Commissions - Board of Education, academic standards for instruction on hunting, fishing, trapping, firearm safety",0,2019 General Assembly,to Education (S),0,0,0
sb243,AN ACT relating to telecommunications location data.,Create a new section fo KRS Chapter 365 prohibiting telecommunications companies from disclosing or transmitting to a third party any location data derived from a cellular phone without the consent of the customer.,"Civil Rights - Location data, cellular telephones, prohibit unauthorized disclosure of Communications - Location data, cellular telephones, prohibit unauthorized disclosure of Consumer Affairs - Location data, cellular telephones, prohibit unauthorized disclosure of",0,2019 General Assembly,"to Economic Development, Tourism, and Labor (S)",0,0,0
sb244,AN ACT relating to extreme risk protection orders.,"Create new sections of KRS Chapter 237 to allow persons to petition in District Court for one-year extreme risk protection orders when the petitioner believes a respondent poses a significant danger of causing serious physical injury to themselves or others through owning, purchasing, possessing, or receiving a firearm or ammunition; establish procedures under which a temporary ex parte protective order could be issued; establish procedures for the filing, review, hearing, and possible extension of the petition; prescribe issuance and service procedures of a resulting protection order; establish procedures for the surrender, storage, and return of firearms and ammunition; establish penalties.","Courts, District - Extreme risk protection order, firearms prohibition, venue Crimes and Punishments - Extreme risk protection order, violation of Firearms and Weapons - Extreme risk protection order, firearms prohibition, petition for Peace Officers and Law Enforcement - Extreme risk protection order, firearms removal or surrender Police, State - Extreme risk protection order, enter into LINK Property - Firearms and ammunition, surrender of, extreme risk protection order Public Safety - Extreme risk protection order, firearms prohibition, petition for Civil Procedure - Extreme risk protection order, firearms prohibition, petition for Corrections Impact - Extreme risk protection order, firearms prohibition, petition for Local Mandate - Extreme risk protection order, firearms prohibition, petition for",0,2019 General Assembly,to Judiciary (S),0,0,0
sb246,AN ACT relating to economic development and declaring an emergency.,"Amend KRS 154.12-100 to change the bond program to the economic development fund, replace the Capital Bonds and Oversight committee with the Kentucky Economic Development Finance Authority; amend KRS 154.25-010 to update definitions of agribusiness, eligible company, headquarters, manufacturing, and non-retail service or technology; amend KRS 154.32-020 to set the amount of economic development projects to $200,000,000 investment for inducements; and repeal KRS 154.32-080; amend KRS 154.32-030 and 154.32-090 to conform.","Economic Development - Fund for promoting economic development within the state State Agencies - Kentucky Economic Development Finance Authority, economic development fund Capital Construction - Kentucky Economic Development Finance Authority, economic development fund",0,2019 General Assembly,signed by Governor,1,1,1
sb247,AN ACT relating to Kentucky's electronic system for monitoring controlled substances.,Amend KRS 218A.202 to require the Cabinet for Health and Family Services to establish secure connections between Kentucky's electronic system for monitoring controlled substances and a prescribing or dispensing health care practitioner’s electronic health recordkeeping system.,"Drugs and Medicines - Electronic system for monitoring controlled substances, new requirements Health and Medical Services - Electronic system for monitoring controlled substances, new requirements Nurses - Electronic system for monitoring controlled substances, new requirements Pharmacists - Electronic system for monitoring controlled substances, new requirements Physicians and Practitioners - Electronic system for monitoring controlled substances, new requirements Fiscal Note - Electronic system for monitoring controlled substances, new requirements",0,2019 General Assembly,to Health & Welfare (S),0,0,0
sb248,AN ACT relating to conversion therapy and declaring an emergency.,"Create new sections of KRS Chapters 311, 319, and 335 to prohibit practitioners from engaging in conversion therapy, including the compensation and advertisement for conversion therapy; require violations to be subject to board discipline and false claims laws; prohibit public funds from being used for conversion therapy; define ""conversion therapy"" and ""public funds""; EMERGENCY.","Effective Dates, Emergency - Conversion therapy, prohibition of Mental Health - Conversion therapy, prohibition of Occupations and Professions - Conversion therapy, prohibition of Physicians and Practitioners - Conversion therapy, prohibition of Advertising - Conversion therapy, prohibition of Budget and Financial Administration - Conversion therapy, prohibiting of public funding of Boards and Commissions - Conversion therapy, prohibition of, disciplinary action",0,2019 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
sb249,AN ACT relating to the sale of tobacco products.,"Amend KRS 438.305 to define ""proof of age""; amend KRS 438.310 to restrict the sale of tobacco and vapor products to persons under the age of 21; amend KRS 438.311 to make it unlawful for persons under 21 to buy tobacco or vapor products; amend KRS 438.313 to restrict the wholesale, retail, or manufacturer distribution of tobacco or vapor products to persons under 21; amend KRS 438.315 to raise the minimum age for vending machine sales of tobacco or vapor products; amend KRS 438.325 to establish new age limits regarding tobacco or vapor product retail notifications; amend KRS 438.330 to set new tobacco and vapor product enforcement standards; amend KRS 438.350 regarding possession of tobacco or vapor products by a person under age 21.","Courts - Tobacco, vapor products, raise purchase age limit Sales - Tobacco, vapor products, raise purchase age limit State Agencies - Tobacco, vapor products, raise purchase age limit Tobacco - Tobacco, vapor products, raise purchase age limit Commerce - Tobacco, vapor products, raise purchase age limit",0,2019 General Assembly,returned to Agriculture (S),0,0,0
sb250,AN ACT relating to public education.,"Amend KRS 45A.385 to increase the small purchase procedure maximum to $50,000 for a county school district in a county with a consolidated local government adopted under KRS Chapter 67C; amend KRS 160.375 to give a superintendent  in a county school district in a county with a consolidated local government adopted under KRS Chapter 67C sole authority for approving small purchases; amend KRS 160.345 to allow the superintendent of a county school district in a county with a consolidated local government adopted under KRS Chapter 67C to appoint a principal without the participation of the school council; amend KRS 161.720 and 161.740 to prohibit a teacher who enters an administrative position that reports directly to the superintendent in a county school district in a county with a consolidated local government adopted under KRS Chapter 67C from being issued a continuing service contract; amend KRS 161.765 to conform.","Education, Elementary and Secondary - Continuing service contracts, prohibiting for certain administrative positions Education, Elementary and Secondary - Principal hiring in certain districts, superintendent option for Education, Elementary and Secondary - Small purchasing procedures, increasing maximum amount for certain districts Education, Elementary and Secondary - Superintendents, specifying purchasing authority for certain districts Education, Finance - Small purchasing procedures, increasing maximum amount for certain districts Purchasing - Small purchasing procedures, increasing maximum amount for certain school districts Teachers - Continuing service contracts, prohibiting for certain administrative positions",0,2019 General Assembly,signed by Governor,1,1,1
sb251,AN ACT relating to elections.,"Create a new section of KRS Chapter 117 to establish that in-person absentee voting be conducted at least 12 working days, including two Saturdays, immediately preceding the Sunday prior to election day; permit a county board of elections to establish a longer period of time for in-person absentee voting; expand the class of qualified voters who can choose to cast a vote by means of an in-person absentee; amend KRS 117.085 to expand the class of qualified voters who can choose to cast a vote by means of a mail-in absentee ballot; eliminate a qualified voter's time requirement of returning a mail-in absentee ballot seven days prior to an election in order to vote in-person; allow a qualified voter the ability to return and cancel his or her mail-in absentee ballot anytime on or before election day, and be able to vote in-person absentee or vote on election day; allow a qualified voter who is unable to return and cancel his or her mail-in absentee ballot the ability to vote, in person absentee or on election day, if the voter signs a written oath as to his or her qualifications on a form prescribed by the State Board of Elections; make technical corrections; amend KRS 117.145 to increase from 15 to 45 the number of days the county clerk is required to have ballots and labels ready for a special election; require the county clerk to equip the in-person absentee voting machines with the necessary supplies, including a pencil or a pen for the purpose of write-in votes, at least five days before the in-person absentee voting period begins; make technical corrections; repeal KRS 117.075, which establishes the ability to apply for a mail-in absentee ballot for those person who, on account of age, disability, or illness, is not able to appear at the polls on election day; repeal KRS 117.077, which establishes the ability to apply for a mail-in absentee ballot for a registered voter and the registered voter's spouse, if there is a medical emergency 14 days or less of an election; amend KRS 117.0851, 117.086, 117.087, 117.088, 117.165, 117.235, 118.035,  116.065, 117.079, 117A.060, and 14.312 to conform and make technical corrections; repeal KRS 117.075 and 117.077.","County Clerks - Absentee ballots, in-person and mail-in, expansion of class of voters who qualify to receive County Clerks - Absentee ballots, in-person and mail-in, expansion of time relating to, casting of Elections and Voting - Absentee ballots, in-person and mail-in, expansion of class of voters who qualify to receive Elections and Voting - Absentee ballots, in-person and mail-in, expansion of time relating to, casting of Secretary of State - Absentee ballots, in-person and mail-in, expansion of class of voters who qualify to receive Secretary of State - Absentee ballots, in-person and mail-in, expansion of time relating to, casting of Technical Corrections - Absentee ballots, in person and mail-in Local Mandate - Absentee ballots, in person and mail-in",0,2019 General Assembly,to State & Local Government (S),0,0,0
sb215,AN ACT relating to natural resources.,Amend KRS 351.109 to make gender-neutral and grammatical corrections.,"Coal - Coal mining, electrical work, gender-neutral corrections Energy - Coal mining, electrical work, gender-neutral corrections Minerals and Mining - Coal mining, electrical work, gender-neutral corrections Surface Mining - Coal mining, electrical work, gender-neutral corrections",0,2018 General Assembly,to Natural Resources & Energy (S),0,0,0
sb252,AN ACT relating to state procurement for technology businesses.,"Create a new section of KRS Chapter 45A with definitions of ""contract,"" ""resident technology business,"" and ""state agency""; make legislative findings of maximizing the use of Kentucky technology services; require the Commonwealth Office of Technology to notify and use Kentucky technology businesses and require the Finance and Administration Cabinet to promulgate administrative regulations to set out the procedures.","State Agencies - Commonwealth Office of Technology, use of resident technology services or products State Agencies - Finance and Administration, promulgate regulation for notification and use procedures Contracts - Technology, use of Kentucky residents by COT and other state agencies Technology - Contracts, use of Kentucky residents by COT and other state agencies Administrative Regulations and Proceedings - Finance and Administration, technology contract notification and use procedures",0,2019 General Assembly,to State & Local Government (S),0,0,0
sb253,AN ACT relating to broadband services in the Commonwealth and declaring an emergency.,Amend KRS 154.15-010 to make a technical correction; EMERGENCY.,"Effective Dates, Emergency - Technical correction Taxation - Technical correction Bonds, Public - Technical correction Budget and Financial Administration - Technical correction Communications - Technical correction",0,2019 General Assembly,to Appropriations & Revenue (S),0,0,0
sb254,AN ACT relating to the Gatton and Craft Academies.,Amend KRS 157.196 to clarify an exceptional student attending the Gatton or Craft Academy shall have an individual education plan; require the Kentucky Board of Education to promulgate administrative regulations for individual education plans for students enrolled in the Gatton or Craft Academy.,"Education, Elementary and Secondary - Gatton and Craft Academies, individual education plans for students enrolled in Education, Higher - Gatton and Craft Academies, individual education plans for students enrolled in Administrative Regulations and Proceedings - Kentucky Board of Education, individual education plans",0,2019 General Assembly,to Education (S),0,0,0
sb255,AN ACT relating to utility rates.,Create a new section of KRS Chapter 278 to allow the Public Service Commission to implement alternative regulatory methods so that utilities may adjust their rates outside of a general rate case proceeding; allow for the development of minimum filing requirements; establish procedures for consideration and denial of an alternative regulatory method; specify what costs may be recovered as part of an alternative regulatory method; specify what shall be included in operating expenses; allow utilities to file for other alternative regulatory methods; allow the Public Service Commission to employ outside experts and consultants in discharging their duties under the Act.,"Energy - Public Service Commission, allow alternative regulatory methods, utility ratemaking Public Utilities - Public Service Commission, allow alternative regulatory methods, utility ratemaking Administrative Regulations and Proceedings - Public Service Commission, allow alternative regulatory methods, utility ratemaking",0,2019 General Assembly,to Natural Resources & Energy (S),0,0,0
